"id","adult","backdrop_path","genre_ids","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
3083,False,"/4HagjGPF6dMGYlmx7mEfjLV2kQ0.jpg","{35,18}","en","Mr. Smith Goes to Washington","Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.","13.26","/nDjg1fbNyq15excNDl3acd2IqAk.jpg","1939-10-19","Mr. Smith Goes to Washington",False,"7.9",946
594634,False,"/eTHuVXsUMGGSCCvYdMxpS6KNurZ.jpg","{10749,18}","de","Dem Horizont so nah","Jessica knows exactly what her life is supposed to look like and where it takes her. But then she meets Danny. He has a complicated past and could confuse all their plans. Jessica has to decide.","15.973","/zrpTa8JxNqd87G7HIqnynp9HpUc.jpg","2019-10-10","Close to the Horizon",False,"7.9",457
712454,False,"/s46UYRkMY33leTQ9Y6gc3XVJnHR.jpg","{16,12,9648}","fr","Le Sommet des dieux","A photojournalist's obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.","21.427","/iowz7MwaTWMYlfLUE6GeM0m3Hze.jpg","2021-09-22","The Summit of the Gods",False,"7.9",301
11830,False,"/2im2QWGljNfsmHrldbDlcF85j9x.jpg","{35}","ja","タンポポ","In this humorous paean to the joys of food, a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle-soup making"". Interspersed are satirical vignettes about the importance of food to different aspects of human life.","16.562","/2XLDb3RDQmtlxt5Snnig9W4moq4.jpg","1985-11-23","Tampopo",False,"7.9",303
3870,False,"/wHuHR3eWcohXDYvaV5puT45wYTX.jpg","{18,36}","it","Novecento","The epic tale of a class struggle in twentieth century Italy, as seen through the eyes of two childhood friends on opposing sides.","13.393","/deWzfCC59tmtEQvKSmflDe14FvR.jpg","1976-08-28","1900",False,"7.877",567
3078,False,"/hmiC0MsI0PDd1TJXC62xyw0tX0s.jpg","{35,10749}","en","It Happened One Night","A renegade reporter and a young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.","15.391","/2PNUGWAflH6UUumas0POMmokHlc.jpg","1934-02-22","It Happened One Night",False,"7.9",1107
665,False,"/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg","{36,18,12,28}","en","Ben-Hur","In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.","33.268","/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg","1959-11-18","Ben-Hur",False,"7.9",2502
29455,False,"/tis6nrWakUsuG6Jwdm4yESfTU0o.jpg","{18}","sv","Nattvardsgästerna","A Swedish pastor fails a loving woman, a suicidal fisherman and God.","10.349","/wDxrEssdjFWYwIZLbr06RQNcg1q.jpg","1963-02-11","Winter Light",False,"7.9",400
24238,False,"/pW1sEV4R2GL99OoUq73Pvf7r7Ce.jpg","{16,35,18}","en","Mary and Max","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.","16.791","/6dxpRwrMIYoB9LeQqCulQSleFMD.jpg","2009-02-09","Mary and Max",False,"7.87",1798
833,False,"/oHL7gjqFgxHiwm45hqj4Xou9Odg.jpg","{18}","it","Umberto D.","When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.","11.92","/5I7SYsNQmZRZpQ2MAarIQYU9vaX.jpg","1952-01-20","Umberto D.",False,"7.87",606
652722,False,"/6cqogY7SYppI0ZNchaTKszSkxwH.jpg","{10749,53}","es","En brazos de un asesino","Victor (William Levy) is one of the world’s most handsome  men, but he has a deep secret – he is a cold blooded assassin. Smooth talking and seductive, Victor was raised to do one thing only, which is to kill for money. When he is sent to the home of a brutal drug lord to collect payment for his most recent hit, he encounters the beautiful Sarai (Alicia Sanz), who has been forced to spend the last 9 years of her life with the drug lord.","13.219","/iqRUOtbDunNq7gTux3zXz25Krwp.jpg","2019-12-06","In the Arms of an Assassin",False,"7.9",383
94047,False,"/4QHF7kAYjIpZ5U8A0amvhRkHlZ1.jpg","{18,28,36,10752}","ko","마이웨이","During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.","14.735","/3moPqIC1EBFilLI3YJNa5Nfel3e.jpg","2011-12-21","My Way",False,"7.9",355
381341,False,"/m3BXK5y41kNap7uBHQjjmHf2W40.jpg","{35,18}","it","Perfetti sconosciuti","During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.","18.823","/3wknM629Vryofb1HNo2YnLQnQyn.jpg","2016-02-11","Perfect Strangers",False,"7.9",4175
359156,False,"/dwzjaCNn4qzAY0Fu0AdqxhovSWE.jpg","{80,18}","it","Non essere cattivo","A story set in the 90s and in the outskirts of Rome to Ostia. A world where money, luxury cars, night clubs, cocaine and synthetic drugs are easy to run. A world in which Vittorio and Cesare, in their early twenties, act in search of their success.","8.542","/taSfNqBkM6fVexayWLKcqHxMg7a.jpg","2015-09-08","Don't Be Bad",False,"7.817",920
275,False,"/747dgDfL5d8esobk7h4odaOFhUq.jpg","{80,18,53}","en","Fargo","Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!","33.728","/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg","1996-03-08","Fargo",False,"7.868",7408
16,False,"/gs70htixF6j1oqrrwsM4lVfcgNN.jpg","{18,80}","en","Dancer in the Dark","Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.","18.257","/8Wdd3fQfbbQeoSfWpHrDfaFNhBU.jpg","2000-06-30","Dancer in the Dark",False,"7.9",1648
265195,False,"/pBMqrmItjpOzfoRwUXp4gfy3FK7.jpg","{18,53,35}","es","Relatos salvajes","Six deadly stories that explore the extremities of human behaviour involving distressed people seeking revenge.","18.412","/pvSty5MCAxdj8LlAEXCDfM1YNOl.jpg","2014-08-21","Wild Tales",False,"7.868",3125
180147,False,"/37x8deGuuEiMBEIoe28ulrFsoNn.jpg","{35}","es","Nosotros los nobles","Tells the ""riches to rags"" story of the Nobles, three upper-class twenty-somethings that appear to have no limits to their checkbooks, and no direction in their lives. Until one day, their father tries to teach them a lesson by staging a financial scandal that forces the whole family to escape to an old house in the poor side of town, and leads the ""kids"" to do what they haven't done before: get jobs.","18.836","/40JLnLz5KEQeZnUCKD3zf8sQJFx.jpg","2013-03-28","We Are the Nobles",False,"7.9",467
530254,False,"/f8ng3EDMLkuTMupe4TjgiJS1r0S.jpg","{28,9648,53,878}","ko","마녀","Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.","30.301","/4i2wo2ja5g2PmUxWa1a2eYIboZf.jpg","2018-06-27","The Witch: Part 1. The Subversion",False,"7.866",455
1394,False,"/ePq5SQuGHbQ209pf4ViE747dGCw.jpg","{18,10749}","ru","Ностальгия","A Russian poet and his interpreter travel to Italy to research the life of an 18th-century composer.","11.836","/fCYSidPXp3LpDa9wlLNv0gZvjyF.jpg","1983-05-01","Nostalgia",False,"7.9",471
505192,False,"/Z1JeznJExodyj0iUbL1wgkts88.jpg","{18,80,53}","ja","万引き家族","After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces. Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.","28.118","/4nfRUOv3LX5zLn98WS1WqVBk9E9.jpg","2018-06-02","Shoplifters",False,"7.863",1866
379170,False,"/gGeoc8rFfPRIakXNttoFU85YVwv.jpg","{80,18,9648,10770}","en","Sherlock: The Abominable Bride","Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.","15.343","/hibE8cyZs2Bm0o4WaWd1pppvjO2.jpg","2016-01-01","Sherlock: The Abominable Bride",False,"7.9",2160
24167,False,"/3TcUsPiVU0fSLX0Mk7lc3DDuzkY.jpg","{18,10752}","it","La ciociara","Widowed shopkeeper Cesira and her 13-year-old daughter Rosetta flee from the allied bombs in Rome during the second World War; they travel to the remote village where Cesira was born. During their journey and in the village and onward, the mother does everything she can to protect Rosetta. Meanwhile, a sensitive young intellectual, Michele, falls in love with Cesira.","12.599","/biWDAUQD58enMEcyO2BqIVSycF4.jpg","1960-12-22","Two Women",False,"7.9",483
14836,False,"/8GHxjXlI5rqyTBuVNekGTPjG5T6.jpg","{16,10751,14}","en","Coraline","A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.","94.146","/4jeFXQYytChdZYE9JYO7Un87IlW.jpg","2009-02-05","Coraline",False,"7.863",7183
152601,False,"/sPPsR9f4K0movWVQ99u4uMqFzEL.jpg","{10749,878,18}","en","Her","In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","33.022","/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg","2013-12-18","Her",False,"7.861",13540
25364,False,"/4GvEem97VxMtuhhwOZ4RtGXP37T.jpg","{18}","en","Ace in the Hole","An arrogant reporter exploits a story about a man trapped in a cave to revitalize his career.","14.161","/gPVPzHEsJBX02HtBtIQgYnfeqNQ.jpg","1951-06-29","Ace in the Hole",False,"7.9",600
430424,False,"/sKobiTDiQbAvfp7TzxbHzHsRZmo.jpg","{18,80,10752}","fr","Au revoir là-haut","In November 1918, a few days before the Armistice, when Lieutenant Pradelle orders a senseless attack, he causes a useless disaster; but his outrageous act also binds the lives of two soldiers who have nothing more in common than the battlefield: Édouard saves Albert, although at a high cost. They become companions in misfortune who will attempt to survive in a changing world. Pradelle, in his own way, does the same.","9.627","/pkO5YoznMR9neuHVzhxHK9JJpAj.jpg","2017-10-25","See You Up There",False,"7.9",1192
11293,False,"/76H3MrfxyiumvhJFg1MZ2ix8LwF.jpg","{35,80,18}","en","Paper Moon","A bible salesman finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership as a money-making con team in Depression-era Kansas.","13.084","/3GHG0kTcBWHKdXjj3RdK8GjBCd6.jpg","1973-05-09","Paper Moon",False,"7.9",641
266856,False,"/ke3lanTAgCqPMpOyutIfXzYih2s.jpg","{18,10749}","en","The Theory of Everything","The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.","25.726","/wucOQrqihOtHToP7UAPKMFRJ9LL.jpg","2014-11-26","The Theory of Everything",False,"7.9",10141
777,False,"/yNraM35Vsga5x54whRh7BvQ9afm.jpg","{18,36,10752}","fr","La Grande Illusion","A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.","11.857","/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg","1937-06-04","Grand Illusion",False,"7.9",619
792,False,"/nanfgFeCgV08ZkYEwcDuFO1UxDn.jpg","{18,10752,28}","en","Platoon","As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.","31.828","/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg","1986-12-19","Platoon",False,"7.744",4159
632322,False,"/7Gzsn4yiwMSXvYcbWXsoDhq8QO2.jpg","{10749,18}","en","All My Life","It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.","18.545","/xoKZ4ZkVApcTaTYlGoZ3J8xcIzG.jpg","2020-10-23","All My Life",False,"7.9",447
453,False,"/zbpZOYrRCxEF8lFT5JC8XodEggC.jpg","{18,10749}","en","A Beautiful Mind","John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.","87.547","/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg","2001-12-14","A Beautiful Mind",False,"7.855",9591
938008,False,"/8gBYmKvo230576bXmW8UZR8zGbB.jpg","{28,80,53}","ko","더 킬러: 죽어도 되는 아이","When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.","38.696","/5IQqdtTq1wH5YJynx86Ysi4sDVt.jpg","2022-07-13","The Killer",False,"7.9",302
508943,False,"/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg","{16,35,14,12,10751}","en","Luca","Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.","65.513","/8tABCBpzu3mZbzMB3sRzMEHEvJi.jpg","2021-06-17","Luca",False,"7.854",7764
399174,False,"/jB5zHG1eHh0OC1S61itXNApZlLD.jpg","{12,35,16}","en","Isle of Dogs","In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.","22.953","/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg","2018-03-23","Isle of Dogs",False,"7.9",4514
613,False,"/xgAEfHByamMdRCA31oERQrsiutF.jpg","{18,36,10752}","de","Der Untergang","In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.","20.489","/cP1ElGjBhbZAAqmueXjHDKlSwiP.jpg","2004-09-16","Downfall",False,"7.854",3520
1607,False,"/j5VUdrnRBya3KE40t0ucAN2YqDs.jpg","{18,80}","en","A Bronx Tale","Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.","35.594","/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg","1993-10-01","A Bronx Tale",False,"7.853",2196
235,False,"/yjGllQUm28R4X9xD9T5xMszirgw.jpg","{80,18}","en","Stand by Me","Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.","32.874","/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg","1986-08-08","Stand by Me",False,"7.9",5402
113,False,"/6JDjZdFckZyMYgtawDwUb6HTwVp.jpg","{18}","ko","봄 여름 가을 겨울 그리고 봄","An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.","15.352","/6SQQ5REuAz7k0FMQ9mSCT40T2LN.jpg","2003-09-19","Spring, Summer, Fall, Winter... and Spring",False,"7.853",972
14574,False,"/7fJAYM0rhzpEhCK6wxbQ412EoYW.jpg","{18,10752,36}","en","The Boy in the Striped Pyjamas","When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.","63.329","/sLwYSEVVV3r047cjrpRAbGgNsfL.jpg","2008-05-07","The Boy in the Striped Pyjamas",False,"7.852",6621
2440,False,"/uiXmFezM5Xg1RWEIRxX8gjIUiWW.jpg","{10752,18,53,28}","ko","공동경비구역 JSA","Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides.","15.558","/etoPOj0bXzfw0LBNslCxqO7MHuv.jpg","2000-09-09","Joint Security Area",False,"7.9",619
698508,False,"/lD8dFIk9wDEvOwZw0RB47e346io.jpg","{10749,18,37}","en","Redeeming Love","A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.","27.681","/mV3vomFNiCQbSowGrp2penDGRqJ.jpg","2022-01-21","Redeeming Love",False,"7.9",312
89,False,"/2Y7nbXrDtHwAfcTX7KBN0z40OAy.jpg","{12,28}","en","Indiana Jones and the Last Crusade","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!","58.572","/npUCnxl1fqgt3aQiMQq0iJdZMZp.jpg","1989-05-24","Indiana Jones and the Last Crusade",False,"7.851",9447
579245,False,"/580aO5umsOX5FAFmD6ObYvVuk6p.jpg","{35,18}","fr","Hors Normes","For twenty years, Bruno and Malik have lived in a different world—the world of autistic children and teens. In charge of two separate nonprofit organizations (The Hatch & The Shelter), they train young people from underprivileged areas to be caregivers for extreme cases that have been refused by all other institutions. It’s an exceptional partnership, outside of traditional settings, for some quite extraordinary characters.","8.53","/zJziqrnSOzKiV0TrNVZ3AS0NMKI.jpg","2019-10-23","The Specials",False,"7.8",838
934,False,"/cVPBT3FqKG3BPXlH4Hg54KHxnqQ.jpg","{80,53,18}","fr","Du rififi chez les hommes","Out of prison after a five-year stretch, jewel thief Tony turns down a quick job his friend Jo offers him, until he discovers that his old girlfriend Mado has become the lover of local gangster Pierre Grutter during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.","11.753","/heVdAFNZUxXVmO6jiJcEHCvI5lK.jpg","1955-04-13","Rififi",False,"7.8",500
185789,False,"/tLoCvK6BHqeGOQ5MzfH8HVFKYoE.jpg","{53,10770,18,9648}","en","Mulholland Dr.","Initially, ""Mulholland Dr."" was to mark David Lynch's return to television. It is a retooling of a script originally shot as a 94-minute pilot for a TV series (co-written with TV screenwriter Joyce Eliason) for the channel ABC, which had approved the script, but chose not even to air the pilot once it was done in 1999, despite Lynch's labours to cut the project to their liking. It was left in limbo until 18 month later French company Studio Canal Plus (also producer of 'The Straight Story') agreed to pay ABC $7 million for the pilot, and budget a few million more to turn the pilot into a two-hour, 27-minute movie. The cost of the film doubled to $14 million as sets had to be reconstructed and actors recalled.","7.51","/oGXtT5UW8lDWt8uxlww2zw9GmBs.jpg","1999-01-01","Mulholland Dr.",False,"7.8",440
16804,False,"/AoWW2J4PoDe0IPuCVQOk50QFS4D.jpg","{18}","ja","おくりびと","Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking he’s applying for a job at a travel agency he finds he’s being interviewed for work with departures of a more permanent nature – as an undertaker’s assistant.","12.568","/mms4nMZuPYOyEengRxCaEk7SXMd.jpg","2008-09-13","Departures",False,"7.8",756
593,False,"/qjPhauZx2vOi3gNKsQfJZHeGemB.jpg","{18,878,9648}","ru","Солярис","A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.","21.727","/uER8n2iitx8Tek6v0wXeF5lMGXp.jpg","1972-03-20","Solaris",False,"7.8",1451
32480,False,"/1an0AhEZ6hRkfmjRsemYvBfRKyh.jpg","{35}","it","Il marchese del Grillo","The marquess of Grillo is a good-natured, clever and women-loving man who is always inventing stories and cracking all types of jokes. The film tells the story of his life.","7.197","/8JiJu0DHFYATN8aQFe62ufCxOc8.jpg","1981-12-23","The Marquis of Grillo",False,"7.8",424
16859,False,"/h5pAEVma835u8xoE60kmLVopLct.jpg","{16,10751,14,12}","ja","魔女の宅急便","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.","53.52","/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg","1989-07-29","Kiki's Delivery Service",False,"7.8",3651
391,False,"/1WpHOEFaOoP3cxVaPzEefcSLlJX.jpg","{37}","it","Per un pugno di dollari","The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.","53.05","/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg","1964-09-12","A Fistful of Dollars",False,"7.8",3834
581,False,"/f6YvaVqqNjAHYI4uC64ChpwqrUg.jpg","{12,18,37}","en","Dances with Wolves","Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","38.105","/hw0ZEHAaTqTxSXGVwUFX7uvanSA.jpg","1990-03-30","Dances with Wolves",False,"7.846",3892
546554,False,"/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg","{35,80,9648}","en","Knives Out","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.","48.27","/pThyQovXQrw2m0s9x82twj48Jq4.jpg","2019-11-27","Knives Out",False,"7.845",11349
1675,False,"/6MbFN88F27WvGC9WhAXq5KUIgTj.jpg","{35,18}","fr","La Nuit américaine","A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.","11.838","/s8TrKd8fNS5lfcnARaWMFUGjnL9.jpg","1973-05-24","Day for Night",False,"7.8",557
398924,False,"/iVQifEAWEGA5ajuTjLFv3kFSIOK.jpg","{10752,18}","fr","Un sac de billes","At the beginning of the 1940s, in a France occupied by Nazi forces, lived the Jewish Joffo family. Happy and tight-knit, she sees her future darken when all members of the family are forced to wear the yellow star. Fearing the worst, the parents organized their family to flee to the free zone in the south of the country. Maurice, twelve years old, and Joseph, ten years old, will therefore leave alone in order to maximize their chances of finding their older brothers already settled in Nice.  The brothers left to their own devices demonstrate an incredible amount of cleverness, courage, and ingenuity to escape the enemy invasion and to try to reunite their family once again.","9.1","/kjVPBXfo7frULyUzQ8NRPAflP8G.jpg","2017-01-18","A Bag of Marbles",False,"7.8",794
22596,False,"/oC6EnuxAE4ZR15rUPqV5nFNCLLB.jpg","{35,10749,53}","en","Safety Last!","When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.","10.373","/fycYVsLKJLiZ324236pvBQMeW7A.jpg","1923-04-01","Safety Last!",False,"7.8",446
9479,False,"/xWT5F1DNxciNLEMXRl49iq8zvN7.jpg","{14,16,10751}","en","The Nightmare Before Christmas","Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.","108.386","/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg","1993-10-09","The Nightmare Before Christmas",False,"7.843",8755
293299,False,"/2xyyn4Rc9kbkaojG9am1FInCmxr.jpg","{16,35,18,10751}","en","Feast","This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.","8.37","/6hAgSxgd2YIK5pYhwowtnlGpwbe.jpg","2014-10-25","Feast",False,"7.8",815
5924,False,"/1xTUtI25j3TpKtJ7dyFvqCP2qaO.jpg","{80,18}","en","Papillon","A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.","21.889","/356oqQpug682OERsWV0bGZ0YxwQ.jpg","1973-12-13","Papillon",False,"7.8",1738
59440,False,"/1PnRPz4A4AguUEVOTcprIyctrax.jpg","{18,28}","en","Warrior","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.","37.685","/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg","2011-09-09","Warrior",False,"7.841",4227
33320,False,"/xVfH2wJ97PgrbvFv6TogKMoqNqT.jpg","{16,18,10749}","ja","千年女優","Documentary filmmaker Genya Tachibana has tracked down the legendary actress Chiyoko Fujiwara, who mysteriously vanished at the height of her career. When he presents her with a key she had lost and thought was gone forever, the filmmaker could not have imagined that it would not only unlock the long-held secrets of Chiyoko’s life... but also his own.","23.052","/p44UXOFBCY5xbpCKEsWpi4filCD.jpg","2002-09-14","Millennium Actress",False,"7.841",725
115,False,"/nevS6wjzCxZESvmjJZqdyZ3RNQ6.jpg","{35,80}","en","The Big Lebowski","Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","37.131","/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg","1998-03-06","The Big Lebowski",False,"7.8",10516
93,False,"/jtCNu6f3MCFuEQ4cyHcNdI1QUjI.jpg","{80,18,9648}","en","Anatomy of a Murder","Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.","19.465","/zMxLbSPpToTCc6yK2Gddhx6nHNN.jpg","1959-07-01","Anatomy of a Murder",False,"7.8",871
